target,location,truth_date,year_week,value
ILI incidence,NO,2025-07-27,2025-W30,6.1
ILI incidence,NO,2025-07-20,2025-W29,6.1
ILI incidence,NO,2025-07-13,2025-W28,8.4
ILI incidence,NO,2025-07-06,2025-W27,11.3
ILI incidence,NO,2025-06-29,2025-W26,12.9
ILI incidence,NO,2025-06-22,2025-W25,14.2
ILI incidence,NO,2025-06-15,2025-W24,12.1
ILI incidence,NO,2025-06-08,2025-W23,15.4
ILI incidence,NO,2025-06-01,2025-W22,13.4
ILI incidence,NO,2025-05-25,2025-W21,19.3
ILI incidence,NO,2025-05-18,2025-W20,19.4
ILI incidence,NO,2025-05-11,2025-W19,20.9
ILI incidence,NO,2025-05-04,2025-W18,20.3
ILI incidence,NO,2025-04-27,2025-W17,28.2
ILI incidence,NO,2025-04-20,2025-W16,18.1
ILI incidence,NO,2025-04-13,2025-W15,50.3
ILI incidence,NO,2025-04-06,2025-W14,63.7
ILI incidence,NO,2025-03-30,2025-W13,80.8
ILI incidence,NO,2025-03-23,2025-W12,100.9
ILI incidence,NO,2025-03-16,2025-W11,126.3
ILI incidence,NO,2025-03-09,2025-W10,166.4
ILI incidence,NO,2025-03-02,2025-W09,192.1
ILI incidence,NO,2025-02-23,2025-W08,178.2
ILI incidence,NO,2025-02-16,2025-W07,155.8
ILI incidence,NO,2025-02-09,2025-W06,132.9
ILI incidence,NO,2025-02-02,2025-W05,105.6
ILI incidence,NO,2025-01-26,2025-W04,81.9
ILI incidence,NO,2025-01-19,2025-W03,63.7
ILI incidence,NO,2025-01-12,2025-W02,61.7
ILI incidence,NO,2025-01-05,2025-W01,29.7
ILI incidence,NO,2024-12-29,2024-W52,17.0
ILI incidence,NO,2024-12-22,2024-W51,40.1
ILI incidence,NO,2024-12-15,2024-W50,33.5
ILI incidence,NO,2024-12-08,2024-W49,31.2
ILI incidence,NO,2024-12-01,2024-W48,29.4
ILI incidence,NO,2024-11-24,2024-W47,27.0
ILI incidence,NO,2024-11-17,2024-W46,25.6
ILI incidence,NO,2024-11-10,2024-W45,25.3
ILI incidence,NO,2024-11-03,2024-W44,24.4
ILI incidence,NO,2024-10-27,2024-W43,26.6
ILI incidence,NO,2024-10-20,2024-W42,25.8
ILI incidence,NO,2024-10-13,2024-W41,24.5
ILI incidence,NO,2024-10-06,2024-W40,22.2
ILI incidence,NO,2023-10-01,2023-W39,23.0
ILI incidence,NO,2023-09-24,2023-W38,22.3
ILI incidence,NO,2023-09-17,2023-W37,20.2
ILI incidence,NO,2023-09-10,2023-W36,21.5
ILI incidence,NO,2023-09-03,2023-W35,19.5
ILI incidence,NO,2023-08-27,2023-W34,15.9
ILI incidence,NO,2023-08-20,2023-W33,11.7
ILI incidence,NO,2023-08-13,2023-W32,10.9
ILI incidence,NO,2023-08-06,2023-W31,9.4
ILI incidence,NO,2023-07-30,2023-W30,9.4
ILI incidence,NO,2023-07-23,2023-W29,8.5
ILI incidence,NO,2023-07-16,2023-W28,7.8
ILI incidence,NO,2023-07-09,2023-W27,9.3
ILI incidence,NO,2023-07-02,2023-W26,10.5
ILI incidence,NO,2023-06-25,2023-W25,12.2
ILI incidence,NO,2023-06-18,2023-W24,14.2
ILI incidence,NO,2023-06-11,2023-W23,17.2
ILI incidence,NO,2023-06-04,2023-W22,16.6
ILI incidence,NO,2023-05-28,2023-W21,25.8
ILI incidence,NO,2023-05-21,2023-W20,15.7
ILI incidence,NO,2023-05-14,2023-W19,32.2
ILI incidence,NO,2023-05-07,2023-W18,26.4
ILI incidence,NO,2023-04-30,2023-W17,32.2
ILI incidence,NO,2023-04-23,2023-W16,38.1
ILI incidence,NO,2023-04-16,2023-W15,43.1
ILI incidence,NO,2023-04-09,2023-W14,25.3
ILI incidence,NO,2023-04-02,2023-W13,67.5
ILI incidence,NO,2023-03-26,2023-W12,71.2
ILI incidence,NO,2023-03-19,2023-W11,65.4
ILI incidence,NO,2023-03-12,2023-W10,61.5
ILI incidence,NO,2023-03-05,2023-W09,61.7
ILI incidence,NO,2023-02-26,2023-W08,65.6
ILI incidence,NO,2023-02-19,2023-W07,77.7
ILI incidence,NO,2023-02-12,2023-W06,82.6
ILI incidence,NO,2023-02-05,2023-W05,86.3
ILI incidence,NO,2023-01-29,2023-W04,88.9
ILI incidence,NO,2023-01-22,2023-W03,95.8
ILI incidence,NO,2023-01-15,2023-W02,132.3
ILI incidence,NO,2023-01-08,2023-W01,187.8
ILI incidence,NO,2023-01-01,2022-W52,102.4
ILI incidence,NO,2022-12-25,2022-W51,129.5
ILI incidence,NO,2022-12-18,2022-W50,98.6
ILI incidence,NO,2022-12-11,2022-W49,65.5
ILI incidence,NO,2022-12-04,2022-W48,46.1
ILI incidence,NO,2022-11-27,2022-W47,40.6
ILI incidence,NO,2022-11-20,2022-W46,34.0
ILI incidence,NO,2022-11-13,2022-W45,31.9
ILI incidence,NO,2022-11-06,2022-W44,28.3
ILI incidence,NO,2022-10-30,2022-W43,25.4
ILI incidence,NO,2022-10-23,2022-W42,21.9
ILI incidence,NO,2022-10-16,2022-W41,17.7
ILI incidence,NO,2022-10-09,2022-W40,16.6
ILI incidence,NO,2022-10-02,2022-W39,16.4
ILI incidence,NO,2022-09-25,2022-W38,15.3
ILI incidence,NO,2022-09-18,2022-W37,15.1
ILI incidence,NO,2022-09-11,2022-W36,15.3
ILI incidence,NO,2022-09-04,2022-W35,13.9
ILI incidence,NO,2022-08-28,2022-W34,11.5
ILI incidence,NO,2022-08-21,2022-W33,10.0
ILI incidence,NO,2022-08-14,2022-W32,9.5
ILI incidence,NO,2022-08-07,2022-W31,9.5
ILI incidence,NO,2022-07-31,2022-W30,9.3
ILI incidence,NO,2022-05-22,2022-W20,27.7
ILI incidence,NO,2022-05-15,2022-W19,45.5
ILI incidence,NO,2022-05-08,2022-W18,51.0
ILI incidence,NO,2022-05-01,2022-W17,63.3
ILI incidence,NO,2022-04-24,2022-W16,80.5
ILI incidence,NO,2022-04-17,2022-W15,46.9
ILI incidence,NO,2022-04-10,2022-W14,85.1
ILI incidence,NO,2022-04-03,2022-W13,55.0
ILI incidence,NO,2022-03-27,2022-W12,30.2
ILI incidence,NO,2022-03-20,2022-W11,15.1
ILI incidence,NO,2022-03-13,2022-W10,11.1
ILI incidence,NO,2022-03-06,2022-W09,9.5
ILI incidence,NO,2022-02-27,2022-W08,10.4
ILI incidence,NO,2022-02-20,2022-W07,10.1
ILI incidence,NO,2022-02-13,2022-W06,10.4
ILI incidence,NO,2022-02-06,2022-W05,10.1
ILI incidence,NO,2022-01-30,2022-W04,8.9
ILI incidence,NO,2022-01-23,2022-W03,8.6
ILI incidence,NO,2022-01-16,2022-W02,9.8
ILI incidence,NO,2022-01-09,2022-W01,12.0
ILI incidence,NO,2022-01-02,2021-W52,6.9
ILI incidence,NO,2021-12-26,2021-W51,10.2
ILI incidence,NO,2021-12-19,2021-W50,16.2
ILI incidence,NO,2021-12-12,2021-W49,17.9
ILI incidence,NO,2021-12-05,2021-W48,20.0
ILI incidence,NO,2021-11-28,2021-W47,19.4
ILI incidence,NO,2021-11-21,2021-W46,21.2
ILI incidence,NO,2021-11-14,2021-W45,22.4
ILI incidence,NO,2021-11-07,2021-W44,23.6
ILI incidence,NO,2021-10-31,2021-W43,21.5
ILI incidence,NO,2021-10-24,2021-W42,19.8
ILI incidence,NO,2021-10-17,2021-W41,16.0
ILI incidence,NO,2021-10-10,2021-W40,13.7
ILI incidence,PL,2026-02-15,2026-W07,628.4
ILI incidence,PL,2026-02-08,2026-W06,784.3
ILI incidence,PL,2026-02-01,2026-W05,684.4
ILI incidence,PL,2026-01-25,2026-W04,515.9
ILI incidence,PL,2026-01-18,2026-W03,339.4
ILI incidence,PL,2026-01-11,2026-W02,268.5
ILI incidence,PL,2026-01-04,2026-W01,268.5
ILI incidence,PL,2025-12-28,2025-W52,187.9
ILI incidence,PL,2025-12-21,2025-W51,356.6
ILI incidence,PL,2025-12-14,2025-W50,361.4
ILI incidence,PL,2025-12-07,2025-W49,291.0
ILI incidence,PL,2025-11-30,2025-W48,265.6
ILI incidence,PL,2025-11-23,2025-W47,235.0
ILI incidence,PL,2025-11-16,2025-W46,210.1
ILI incidence,PL,2025-11-09,2025-W45,259.0
ILI incidence,PL,2025-11-02,2025-W44,260.6
ILI incidence,PL,2025-10-26,2025-W43,347.3
ILI incidence,PL,2025-10-19,2025-W42,342.4
ILI incidence,PL,2025-10-12,2025-W41,362.3
ILI incidence,PL,2025-10-05,2025-W40,580.2
ILI incidence,PL,2025-09-28,2025-W39,330.4
ILI incidence,PL,2025-09-21,2025-W38,317.6
ILI incidence,PL,2025-09-14,2025-W37,181.0
ILI incidence,PL,2025-09-07,2025-W36,121.8
ILI incidence,PL,2025-08-31,2025-W35,97.8
ILI incidence,PL,2025-08-24,2025-W34,100.6
ILI incidence,PL,2025-08-17,2025-W33,94.4
ILI incidence,PL,2025-08-10,2025-W32,86.2
ILI incidence,PL,2025-08-03,2025-W31,90.7
ILI incidence,PL,2025-07-27,2025-W30,94.8
ILI incidence,PL,2025-07-20,2025-W29,94.6
ILI incidence,PL,2025-07-13,2025-W28,123.2
ILI incidence,PL,2025-07-06,2025-W27,121.7
ILI incidence,PL,2025-06-29,2025-W26,144.1
ILI incidence,PL,2025-06-22,2025-W25,141.7
ILI incidence,PL,2025-06-15,2025-W24,179.9
ILI incidence,PL,2025-06-08,2025-W23,196.4
ILI incidence,PL,2025-06-01,2025-W22,187.9
ILI incidence,PL,2025-05-25,2025-W21,191.9
ILI incidence,PL,2025-05-18,2025-W20,191.8
ILI incidence,PL,2025-05-11,2025-W19,173.4
ILI incidence,PL,2025-05-04,2025-W18,138.7
ILI incidence,PL,2025-04-27,2025-W17,191.4
ILI incidence,PL,2025-04-20,2025-W16,249.7
ILI incidence,PL,2025-04-13,2025-W15,306.4
ILI incidence,PL,2025-04-06,2025-W14,296.3
ILI incidence,PL,2025-03-30,2025-W13,419.9
ILI incidence,PL,2025-03-23,2025-W12,451.3
ILI incidence,PL,2025-03-16,2025-W11,507.7
ILI incidence,PL,2025-03-09,2025-W10,585.6
ILI incidence,PL,2025-03-02,2025-W09,602.1
ILI incidence,PL,2025-02-23,2025-W08,641.8
ILI incidence,PL,2025-02-16,2025-W07,599.5
ILI incidence,PL,2025-02-09,2025-W06,600.9
ILI incidence,PL,2025-02-02,2025-W05,662.1
ILI incidence,PL,2025-01-26,2025-W04,683.4
ILI incidence,PL,2025-01-19,2025-W03,523.3
ILI incidence,PL,2025-01-12,2025-W02,481.7
ILI incidence,PL,2025-01-05,2025-W01,369.1
ILI incidence,PL,2024-12-29,2024-W52,377.6
ILI incidence,PL,2024-12-22,2024-W51,611.7
ILI incidence,PL,2024-12-15,2024-W50,507.0
ILI incidence,PL,2024-12-08,2024-W49,420.7
ILI incidence,PL,2024-12-01,2024-W48,413.7
ILI incidence,PL,2024-11-24,2024-W47,401.0
ILI incidence,PL,2024-11-17,2024-W46,313.7
ILI incidence,PL,2024-11-10,2024-W45,325.2
ILI incidence,PL,2024-11-03,2024-W44,301.9
ILI incidence,PL,2024-10-27,2024-W43,356.7
ILI incidence,PL,2024-10-20,2024-W42,386.5
ILI incidence,PL,2024-10-13,2024-W41,367.5
ILI incidence,PL,2024-10-06,2024-W40,365.4
ILI incidence,PL,2024-09-29,2024-W39,367.5
ILI incidence,PL,2024-09-22,2024-W38,319.9
ILI incidence,PL,2024-09-15,2024-W37,231.1
ILI incidence,PL,2024-09-08,2024-W36,167.4
ILI incidence,PL,2024-09-01,2024-W35,176.8
ILI incidence,PL,2024-08-25,2024-W34,121.0
ILI incidence,PL,2024-08-18,2024-W33,105.4
ILI incidence,PL,2024-08-11,2024-W32,119.0
ILI incidence,PL,2024-08-04,2024-W31,112.7
ILI incidence,PL,2024-07-28,2024-W30,96.8
ILI incidence,PL,2024-07-21,2024-W29,103.8
ILI incidence,PL,2024-07-14,2024-W28,115.9
ILI incidence,PL,2024-07-07,2024-W27,136.3
ILI incidence,PL,2024-06-30,2024-W26,117.3
ILI incidence,PL,2024-06-23,2024-W25,154.7
ILI incidence,PL,2024-06-16,2024-W24,154.0
ILI incidence,PL,2024-06-09,2024-W23,157.5
ILI incidence,PL,2024-06-02,2024-W22,143.5
ILI incidence,PL,2024-05-26,2024-W21,172.0
ILI incidence,PL,2024-05-19,2024-W20,191.0
ILI incidence,PL,2024-05-12,2024-W19,212.5
ILI incidence,PL,2024-05-05,2024-W18,150.5
ILI incidence,PL,2024-04-28,2024-W17,249.2
ILI incidence,PL,2024-04-21,2024-W16,239.2
ILI incidence,PL,2024-04-14,2024-W15,243.0
ILI incidence,PL,2024-04-07,2024-W14,239.1
ILI incidence,PL,2024-03-31,2024-W13,322.0
ILI incidence,PL,2024-03-24,2024-W12,322.6
ILI incidence,PL,2024-03-17,2024-W11,328.7
ILI incidence,PL,2024-03-10,2024-W10,322.9
ILI incidence,PL,2024-03-03,2024-W09,318.2
ILI incidence,PL,2024-02-25,2024-W08,347.7
ILI incidence,PL,2024-02-18,2024-W07,389.1
ILI incidence,PL,2024-02-11,2024-W06,498.1
ILI incidence,PL,2024-02-04,2024-W05,512.0
ILI incidence,PL,2024-01-28,2024-W04,474.8
ILI incidence,PL,2024-01-21,2024-W03,456.6
ILI incidence,PL,2024-01-14,2024-W02,445.8
ILI incidence,PL,2024-01-07,2024-W01,383.4
ILI incidence,PL,2023-12-31,2023-W52,323.5
ILI incidence,PL,2023-12-24,2023-W51,344.5
ILI incidence,PL,2023-12-17,2023-W50,504.7
ILI incidence,PL,2023-12-10,2023-W49,491.5
ILI incidence,PL,2023-12-03,2023-W48,786.6
ILI incidence,PL,2023-11-26,2023-W47,385.7
ILI incidence,PL,2023-11-19,2023-W46,355.3
ILI incidence,PL,2023-11-12,2023-W45,339.8
ILI incidence,PL,2023-11-05,2023-W44,301.9
ILI incidence,PL,2023-10-29,2023-W43,332.3
ILI incidence,PL,2023-10-22,2023-W42,316.9
ILI incidence,PL,2023-10-15,2023-W41,274.9
ILI incidence,PL,2023-10-08,2023-W40,219.8
ILI incidence,PL,2023-10-01,2023-W39,221.0
ILI incidence,PL,2023-09-24,2023-W38,204.8
ILI incidence,PL,2023-09-17,2023-W37,157.9
ILI incidence,PL,2023-09-10,2023-W36,110.7
ILI incidence,PL,2023-09-03,2023-W35,91.7
ILI incidence,PL,2023-08-27,2023-W34,81.6
ILI incidence,PL,2023-08-20,2023-W33,58.6
ILI incidence,PL,2023-08-13,2023-W32,61.9
ILI incidence,PL,2023-08-06,2023-W31,68.5
ILI incidence,PL,2023-07-30,2023-W30,82.8
ILI incidence,PL,2023-07-23,2023-W29,96.1
ILI incidence,PL,2023-07-16,2023-W28,90.9
ILI incidence,PL,2023-07-09,2023-W27,124.3
ILI incidence,PL,2023-07-02,2023-W26,137.9
ILI incidence,PL,2023-06-25,2023-W25,142.2
ILI incidence,PL,2023-06-18,2023-W24,163.9
ILI incidence,PL,2023-06-11,2023-W23,160.8
ILI incidence,PL,2023-06-04,2023-W22,180.1
ILI incidence,PL,2023-05-28,2023-W21,202.4
ILI incidence,PL,2023-05-21,2023-W20,181.0
ILI incidence,PL,2023-05-14,2023-W19,223.8
ILI incidence,PL,2023-05-07,2023-W18,142.0
ILI incidence,PL,2023-04-30,2023-W17,229.0
ILI incidence,PL,2023-04-23,2023-W16,254.2
ILI incidence,PL,2023-04-16,2023-W15,277.5
ILI incidence,PL,2023-04-09,2023-W14,310.7
ILI incidence,PL,2023-04-02,2023-W13,435.3
ILI incidence,PL,2023-03-26,2023-W12,451.5
ILI incidence,PL,2023-03-19,2023-W11,512.2
ILI incidence,PL,2023-03-12,2023-W10,500.1
ILI incidence,PL,2023-03-05,2023-W09,489.4
ILI incidence,PL,2023-02-26,2023-W08,487.1
ILI incidence,PL,2023-02-19,2023-W07,411.7
ILI incidence,PL,2023-02-12,2023-W06,391.2
ILI incidence,PL,2023-02-05,2023-W05,400.0
ILI incidence,PL,2023-01-29,2023-W04,400.0
ILI incidence,PL,2023-01-22,2023-W03,459.5
ILI incidence,PL,2023-01-15,2023-W02,590.3
ILI incidence,PL,2023-01-08,2023-W01,740.2
ILI incidence,PL,2023-01-01,2022-W52,855.8
ILI incidence,PL,2022-12-25,2022-W51,884.2
ILI incidence,PL,2022-12-18,2022-W50,839.5
ILI incidence,PL,2022-12-11,2022-W49,661.6
ILI incidence,PL,2022-12-04,2022-W48,511.3
ILI incidence,PL,2022-11-27,2022-W47,454.6
ILI incidence,PL,2022-11-20,2022-W46,360.8
ILI incidence,PL,2022-11-13,2022-W45,284.5
ILI incidence,PL,2022-11-06,2022-W44,298.4
ILI incidence,PL,2022-10-30,2022-W43,307.8
ILI incidence,PL,2022-10-23,2022-W42,312.5
ILI incidence,PL,2022-10-16,2022-W41,343.7
ILI incidence,PL,2022-10-09,2022-W40,302.1
ILI incidence,PL,2022-10-02,2022-W39,280.3
ILI incidence,PL,2022-09-25,2022-W38,252.8
ILI incidence,PL,2022-09-18,2022-W37,208.2
ILI incidence,PL,2022-09-11,2022-W36,132.2
ILI incidence,PL,2022-09-04,2022-W35,88.6
ILI incidence,PL,2022-08-28,2022-W34,85.4
ILI incidence,PL,2022-08-21,2022-W33,56.0
ILI incidence,PL,2022-08-14,2022-W32,70.5
ILI incidence,PL,2022-08-07,2022-W31,82.1
ILI incidence,PL,2022-07-31,2022-W30,77.3
ILI incidence,PL,2022-07-24,2022-W29,79.7
ILI incidence,PL,2022-07-17,2022-W28,89.9
ILI incidence,PL,2022-07-10,2022-W27,101.6
ILI incidence,PL,2022-07-03,2022-W26,157.1
ILI incidence,PL,2022-06-26,2022-W25,182.1
ILI incidence,PL,2022-06-19,2022-W24,188.5
ILI incidence,PL,2022-06-12,2022-W23,209.1
ILI incidence,PL,2022-06-05,2022-W22,190.1
ILI incidence,PL,2022-05-29,2022-W21,169.3
ILI incidence,PL,2022-05-22,2022-W20,180.6
ILI incidence,PL,2022-05-15,2022-W19,163.2
ILI incidence,PL,2022-05-08,2022-W18,178.4
ILI incidence,PL,2022-05-01,2022-W17,206.3
ILI incidence,PL,2022-04-17,2022-W15,214.1
ILI incidence,PL,2022-04-10,2022-W14,234.1
ILI incidence,PL,2022-04-03,2022-W13,244.3
ILI incidence,PL,2022-03-27,2022-W12,207.9
ILI incidence,PL,2022-03-20,2022-W11,216.7
ILI incidence,PL,2022-03-13,2022-W10,207.0
ILI incidence,PL,2022-03-06,2022-W09,194.1
ILI incidence,PL,2022-02-27,2022-W08,168.7
ILI incidence,PL,2022-02-20,2022-W07,177.7
ILI incidence,PL,2022-02-13,2022-W06,206.3
ILI incidence,PL,2022-02-06,2022-W05,208.6
ILI incidence,PL,2022-01-30,2022-W04,229.9
ILI incidence,PL,2022-01-23,2022-W03,189.4
ILI incidence,PL,2022-01-16,2022-W02,167.8
ILI incidence,PL,2022-01-09,2022-W01,134.6
ILI incidence,PL,2022-01-02,2021-W52,190.6
ILI incidence,PL,2021-12-26,2021-W51,198.4
ILI incidence,PL,2021-12-19,2021-W50,280.3
ILI incidence,PL,2021-12-12,2021-W49,253.4
ILI incidence,PL,2021-12-05,2021-W48,236.5
ILI incidence,PL,2021-11-28,2021-W47,269.9
ILI incidence,PL,2021-11-21,2021-W46,278.1
ILI incidence,PL,2021-11-14,2021-W45,242.5
ILI incidence,PL,2021-10-31,2021-W43,237.7
ILI incidence,PL,2021-10-24,2021-W42,326.9
ILI incidence,PL,2021-10-17,2021-W41,289.8
ILI incidence,PL,2021-10-10,2021-W40,290.6
ILI incidence,PL,2021-10-03,2021-W39,290.6
ILI incidence,PL,2021-09-26,2021-W38,275.6
ILI incidence,PL,2021-09-19,2021-W37,285.6
ILI incidence,PL,2021-09-12,2021-W36,201.9
ILI incidence,PL,2021-09-05,2021-W35,104.8
ILI incidence,PL,2021-08-29,2021-W34,75.4
ILI incidence,PL,2021-08-22,2021-W33,69.7
ILI incidence,PL,2021-08-15,2021-W32,59.7
ILI incidence,PL,2021-08-08,2021-W31,85.3
ILI incidence,PL,2021-08-01,2021-W30,63.6
ILI incidence,PL,2021-07-25,2021-W29,70.6
ILI incidence,PL,2021-07-18,2021-W28,62.4
ILI incidence,PL,2021-07-11,2021-W27,73.6
ILI incidence,PL,2021-07-04,2021-W26,100.1
ILI incidence,PL,2021-06-27,2021-W25,108.7
ILI incidence,PT,2023-03-05,2023-W09,36.9
ILI incidence,PT,2023-02-26,2023-W08,31.0
ILI incidence,PT,2023-02-19,2023-W07,33.2
ILI incidence,PT,2023-02-05,2023-W05,21.8
ILI incidence,PT,2023-01-29,2023-W04,49.7
ILI incidence,PT,2023-01-22,2023-W03,30.5
ILI incidence,PT,2023-01-15,2023-W02,52.1
ILI incidence,PT,2023-01-08,2023-W01,32.2
ILI incidence,PT,2023-01-01,2022-W52,64.5
ILI incidence,PT,2022-12-25,2022-W51,44.1
ILI incidence,PT,2022-12-18,2022-W50,18.7
ILI incidence,PT,2022-12-11,2022-W49,70.6
ILI incidence,PT,2022-12-04,2022-W48,65.7
ILI incidence,PT,2022-11-27,2022-W47,44.6
ILI incidence,PT,2022-11-20,2022-W46,61.7
ILI incidence,PT,2022-11-13,2022-W45,48.9
ILI incidence,PT,2022-11-06,2022-W44,19.2
ILI incidence,PT,2022-10-30,2022-W43,24.3
ILI incidence,PT,2022-10-23,2022-W42,52.0
ILI incidence,PT,2022-10-16,2022-W41,32.7
ILI incidence,PT,2022-10-09,2022-W40,24.4
ILI incidence,PT,2022-10-02,2022-W39,38.8
ILI incidence,PT,2022-09-25,2022-W38,23.2
ILI incidence,PT,2022-09-18,2022-W37,11.2
ILI incidence,PT,2022-09-11,2022-W36,29.0
ILI incidence,PT,2022-09-04,2022-W35,0.0
ILI incidence,PT,2022-08-28,2022-W34,7.4
ILI incidence,PT,2022-08-21,2022-W33,19.0
ILI incidence,PT,2022-08-14,2022-W32,12.3
ILI incidence,PT,2022-08-07,2022-W31,7.4
ILI incidence,PT,2022-07-31,2022-W30,0.0
ILI incidence,PT,2022-07-24,2022-W29,0.0
ILI incidence,PT,2022-07-17,2022-W28,0.0
ILI incidence,PT,2022-07-10,2022-W27,16.5
ILI incidence,PT,2022-07-03,2022-W26,36.5
ILI incidence,PT,2022-06-26,2022-W25,0.0
ILI incidence,PT,2022-06-19,2022-W24,0.0
ILI incidence,PT,2022-06-12,2022-W23,19.6
ILI incidence,PT,2022-06-05,2022-W22,7.5
ILI incidence,PT,2022-05-29,2022-W21,24.3
ILI incidence,PT,2022-05-22,2022-W20,20.0
ILI incidence,PT,2022-05-15,2022-W19,26.8
ILI incidence,PT,2022-05-08,2022-W18,21.4
ILI incidence,PT,2022-05-01,2022-W17,8.0
ILI incidence,PT,2022-04-24,2022-W16,9.6
ILI incidence,PT,2022-04-17,2022-W15,0.0
ILI incidence,PT,2022-04-10,2022-W14,4.2
ILI incidence,PT,2022-04-03,2022-W13,16.8
ILI incidence,PT,2022-03-27,2022-W12,19.9
ILI incidence,PT,2022-03-20,2022-W11,19.9
ILI incidence,PT,2022-03-13,2022-W10,43.5
ILI incidence,PT,2022-03-06,2022-W09,0.0
ILI incidence,PT,2022-02-27,2022-W08,0.0
ILI incidence,PT,2022-02-20,2022-W07,5.9
ILI incidence,PT,2022-02-13,2022-W06,22.3
ILI incidence,PT,2022-02-06,2022-W05,24.3
ILI incidence,PT,2022-01-30,2022-W04,39.0
ILI incidence,PT,2022-01-23,2022-W03,25.6
ILI incidence,PT,2022-01-16,2022-W02,14.4
ILI incidence,PT,2022-01-09,2022-W01,0.0
ILI incidence,PT,2022-01-02,2021-W52,13.3
ILI incidence,PT,2021-12-26,2021-W51,9.9
ILI incidence,PT,2021-12-19,2021-W50,7.4
ILI incidence,PT,2021-12-12,2021-W49,0.0
ILI incidence,PT,2021-12-05,2021-W48,12.1
ILI incidence,PT,2021-11-28,2021-W47,19.5
ILI incidence,PT,2021-11-21,2021-W46,27.2
ILI incidence,PT,2021-11-14,2021-W45,29.7
ILI incidence,PT,2021-11-07,2021-W44,0.0
ILI incidence,PT,2021-10-31,2021-W43,29.5
ILI incidence,PT,2021-10-24,2021-W42,10.4
ILI incidence,PT,2021-10-17,2021-W41,0.0
ILI incidence,PT,2021-10-10,2021-W40,0.0
ILI incidence,PT,2021-10-03,2021-W39,0.0
ILI incidence,PT,2021-09-26,2021-W38,8.9
ILI incidence,PT,2021-09-19,2021-W37,0.0
ILI incidence,PT,2021-09-12,2021-W36,0.0
ILI incidence,PT,2021-09-05,2021-W35,0.0
ILI incidence,PT,2021-08-29,2021-W34,0.0
ILI incidence,PT,2021-08-22,2021-W33,0.0
ILI incidence,PT,2021-08-15,2021-W32,0.0
ILI incidence,PT,2021-08-08,2021-W31,0.0
ILI incidence,PT,2021-08-01,2021-W30,11.4
ILI incidence,PT,2021-07-25,2021-W29,0.0
ILI incidence,PT,2021-07-18,2021-W28,71.8
ILI incidence,PT,2021-07-11,2021-W27,38.2
ILI incidence,PT,2021-07-04,2021-W26,25.3
ILI incidence,PT,2021-06-27,2021-W25,4.7
ILI incidence,RO,2026-02-08,2026-W06,20.0
ILI incidence,RO,2026-02-01,2026-W05,45.4
ILI incidence,RO,2026-01-25,2026-W04,37.7
ILI incidence,RO,2026-01-18,2026-W03,27.7
ILI incidence,RO,2026-01-11,2026-W02,20.3
ILI incidence,RO,2026-01-04,2026-W01,23.6
ILI incidence,RO,2025-12-28,2025-W52,29.1
ILI incidence,RO,2025-12-21,2025-W51,34.1
ILI incidence,RO,2025-12-14,2025-W50,18.5
ILI incidence,RO,2025-12-07,2025-W49,6.9
ILI incidence,RO,2025-11-30,2025-W48,7.9
ILI incidence,RO,2025-11-23,2025-W47,4.3
ILI incidence,RO,2025-11-16,2025-W46,1.6
ILI incidence,RO,2025-11-09,2025-W45,2.9
ILI incidence,RO,2025-11-02,2025-W44,1.4
ILI incidence,RO,2025-10-26,2025-W43,1.4
ILI incidence,RO,2025-10-19,2025-W42,0.9
ILI incidence,RO,2025-10-12,2025-W41,0.4
ILI incidence,RO,2025-10-05,2025-W40,0.9
ILI incidence,RO,2025-09-28,2025-W39,3.3
ILI incidence,RO,2025-09-21,2025-W38,0.0
ILI incidence,RO,2025-09-14,2025-W37,1.2
ILI incidence,RO,2025-09-07,2025-W36,0.0
ILI incidence,RO,2025-08-31,2025-W35,2.1
ILI incidence,RO,2025-08-24,2025-W34,0.0
ILI incidence,RO,2025-08-17,2025-W33,0.0
ILI incidence,RO,2025-08-10,2025-W32,0.0
ILI incidence,RO,2025-08-03,2025-W31,0.0
ILI incidence,RO,2025-07-27,2025-W30,0.5
ILI incidence,RO,2025-07-20,2025-W29,0.0
ILI incidence,RO,2025-07-13,2025-W28,1.2
ILI incidence,RO,2025-07-06,2025-W27,0.0
ILI incidence,RO,2025-06-29,2025-W26,0.2
ILI incidence,RO,2025-06-22,2025-W25,1.9
ILI incidence,RO,2025-06-15,2025-W24,0.7
ILI incidence,RO,2025-06-08,2025-W23,0.7
ILI incidence,RO,2025-06-01,2025-W22,0.5
ILI incidence,RO,2025-05-25,2025-W21,0.5
ILI incidence,RO,2025-05-18,2025-W20,0.5
ILI incidence,RO,2025-05-11,2025-W19,0.5
ILI incidence,RO,2025-05-04,2025-W18,6.2
ILI incidence,RO,2025-04-27,2025-W17,0.7
ILI incidence,RO,2025-04-20,2025-W16,1.7
ILI incidence,RO,2025-04-13,2025-W15,3.7
ILI incidence,RO,2025-04-06,2025-W14,4.4
ILI incidence,RO,2025-03-30,2025-W13,6.8
ILI incidence,RO,2025-03-23,2025-W12,18.5
ILI incidence,RO,2025-03-16,2025-W11,20.0
ILI incidence,RO,2025-03-09,2025-W10,29.0
ILI incidence,RO,2025-03-02,2025-W09,32.6
